strain	lineage_PANGOLIN	missing	coverage	gisaid	date	country	region	gender	age	lineage_GISAID	EPI
hCoV-19/USA/MO-CDC-QDX40519977/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-18	USA	Missouri	Male	50	BA.5.1.25	EPI_ISL_14826006
hCoV-19/USA/MO-CDC-QDX42511986/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-10-11	USA	Missouri	Female	67	BA.5.1.25	EPI_ISL_15546205
hCoV-19/USA/MO-CDC-QDX42511987/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-10-11	USA	Missouri	Female	69	BA.5.1.25	EPI_ISL_15546183
hCoV-19/USA/MO-CDC-QDX42767866/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-10-21	USA	Missouri	Male	65	BA.5.1.25	EPI_ISL_15704453
hCoV-19/USA/MO-CDC-STM-D6UE8HCHV/2022	BA.5.1.25	0	0.999933117078554	gisaid	2022-06-23	USA	Missouri	Female	32	BA.5.1.25	EPI_ISL_13757672
hCoV-19/USA/MO-MSPHL-008292/2022	BA.5.1.25	431	0.981339664916564	gisaid	2022-07-05	USA	Missouri	unknown	unknown	BA.5.1.25	EPI_ISL_14249839
hCoV-19/USA/MO-MSPHL-008294/2022	BA.5.1.25	586	0.976156238504498	gisaid	2022-07-05	USA	Missouri	unknown	unknown	BA.5.1.25	EPI_ISL_14249841
hCoV-19/USA/MO-MSPHL-008378/2022	BA.5.1.25	550	0.977360131090526	gisaid	2022-07-20	USA	Missouri	unknown	unknown	BA.5.1.25	EPI_ISL_14442242
hCoV-19/USA/MO-MSPHL-008681/2022	BA.5.1.25	75	0.993244824933953	gisaid	2022-10-12	USA	Missouri	unknown	unknown	BA.5.1.25	EPI_ISL_16014107
hCoV-19/USA/MO-USAFSAM-S18269/2022	BA.5.1.25	0	0.99488345650938	gisaid	2022-07-13	USA	Missouri	Male	23	BA.5.1.25	EPI_ISL_14187329
hCoV-19/USA/MO-USAFSAM-S18563/2022	BA.5.1.25	932	0.963548807811925	gisaid	2022-07-18	USA	Missouri	Male	37	BA.5.1.25	EPI_ISL_14207551
hCoV-19/USA/MS-UMMC-M943H9-7167/2022	BA.5.1.25	1086	0.950372872287061	gisaid	2022-09-03	USA	Mississippi	Female	33	BA.5.1.25	EPI_ISL_15115714
hCoV-19/USA/MS-UMMC-S227N09-69798/2022	BA.5.1.25	0	0.995953583252516	gisaid	2022-07-02	USA	Mississippi	Male	22	BA.5.1.25	EPI_ISL_13862211
hCoV-19/USA/MS-UMMC-S389W29-537501/2022	BA.5.1.25	0	0.995953583252516	gisaid	2022-09-04	USA	Mississippi	Male	49	BA.5.1.25	EPI_ISL_15115619
hCoV-19/USA/MT-ASC-210775195/2022	BA.5.1.25	184	0.980369862555596	gisaid	2022-06-23	USA	Montana	Male	69	BA.5.1.25	EPI_ISL_15244263
hCoV-19/USA/MT-CDC-LC0748943/2022	BA.5.1.25	0	0.987827308296826	gisaid	2022-06-27	USA	Montana	Female	92	BA.5.1.25	EPI_ISL_13807858
hCoV-19/USA/MT-FYR-2134/2022	BA.5.1.25	1700	0.927465471691803	gisaid	2022-07-01	USA	Montana	unknown	23	BA.5.1.25	EPI_ISL_13755309
hCoV-19/USA/NC-ASC-210775291/2022	BA.5.1.25	186	0.98030297963415	gisaid	2022-06-24	USA	North Carolina	Female	67	BA.5.1.25	EPI_ISL_15256538
hCoV-19/USA/NC-ASC-210833511/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-10-13	USA	North Carolina	Female	31	BA.5.1.25	EPI_ISL_15901950
hCoV-19/USA/NC-CDC-LC0748352/2022	BA.5.1.25	19	0.985051667056817	gisaid	2022-06-27	USA	North Carolina	Female	41	BA.5.1.25	EPI_ISL_13808223
hCoV-19/USA/NC-CDC-LC0758357/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-06-27	USA	North Carolina	Male	24	BA.5.1.25	EPI_ISL_13910228
hCoV-19/USA/NC-CDC-LC0772053/2022	BA.5.1.25	0	0.993746446844798	gisaid	2022-07-11	USA	North Carolina	Male	70	BA.5.1.25	EPI_ISL_13979087
hCoV-19/USA/NC-CDC-LC0801464/2022	BA.5.1.25	15	0.982276025816808	gisaid	2022-07-25	USA	North Carolina	Female	61	BA.5.1.25	EPI_ISL_14294738
hCoV-19/USA/NC-CDC-LC0828174/2022	BA.5.1.25	0	0.994749690666488	gisaid	2022-08-07	USA	North Carolina	Female	20	BA.5.1.25	EPI_ISL_14652498
hCoV-19/USA/NC-CDC-LC0828196/2022	BA.5.1.25	0	0.993679563923352	gisaid	2022-08-07	USA	North Carolina	Female	7	BA.5.1.25	EPI_ISL_14652489
hCoV-19/USA/NC-CDC-LC0828567/2022	BA.5.1.25	0	0.994716249205765	gisaid	2022-08-07	USA	North Carolina	Female	40	BA.5.1.25	EPI_ISL_14652423
hCoV-19/USA/NC-CDC-LC0828778/2022	BA.5.1.25	0	0.992676320101662	gisaid	2022-08-07	USA	North Carolina	Female	45	BA.5.1.25	EPI_ISL_14652429
hCoV-19/USA/NC-CDC-LC0828967/2022	BA.5.1.25	0	0.99588670033107	gisaid	2022-08-08	USA	North Carolina	Female	75	BA.5.1.25	EPI_ISL_14653237
hCoV-19/USA/NC-CDC-LC0829341/2022	BA.5.1.25	0	0.993746446844798	gisaid	2022-08-10	USA	North Carolina	Male	38	BA.5.1.25	EPI_ISL_14654093
hCoV-19/USA/NC-CDC-LC0829713/2022	BA.5.1.25	101	0.990368859311775	gisaid	2022-08-11	USA	North Carolina	Female	54	BA.5.1.25	EPI_ISL_14655676
hCoV-19/USA/NC-CDC-LC0830232/2022	BA.5.1.25	0	0.985720496271277	gisaid	2022-08-10	USA	North Carolina	Female	31	BA.5.1.25	EPI_ISL_14654126
hCoV-19/USA/NC-CDC-LC0830988/2022	BA.5.1.25	0	0.99588670033107	gisaid	2022-08-11	USA	North Carolina	Male	61	BA.5.1.25	EPI_ISL_14655795
hCoV-19/USA/NC-CDC-LC0837902/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-13	USA	North Carolina	Female	31	BA.5.1.25	EPI_ISL_14671593
hCoV-19/USA/NC-CDC-LC0841949/2022	BA.5.1.25	0	0.993746446844798	gisaid	2022-08-15	USA	North Carolina	Male	31	BA.5.1.25	EPI_ISL_14738370
hCoV-19/USA/NC-CDC-LC0845385/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-18	USA	North Carolina	Female	6	BA.5.1.25	EPI_ISL_14740551
hCoV-19/USA/NC-CDC-LC0854094/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-23	USA	North Carolina	Female	40	BA.5.1.25	EPI_ISL_14851331
hCoV-19/USA/NC-CDC-LC0854435/2022	BA.5.1.25	16	0.992107815269371	gisaid	2022-08-23	USA	North Carolina	Female	35	BA.5.1.25	EPI_ISL_14851310
hCoV-19/USA/NC-CDC-LC0855384/2022	BA.5.1.25	38	0.991338661672742	gisaid	2022-08-24	USA	North Carolina	Male	11	BA.5.1.25	EPI_ISL_14851852
hCoV-19/USA/NC-CDC-LC0855757/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-26	USA	North Carolina	Male	7	BA.5.1.25	EPI_ISL_14853087
hCoV-19/USA/NC-CDC-LC0855922/2022	BA.5.1.25	0	0.994716249205765	gisaid	2022-08-28	USA	North Carolina	Female	37	BA.5.1.25	EPI_ISL_14853283
hCoV-19/USA/NC-CDC-LC0867245/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-28	USA	North Carolina	Female	69	BA.5.1.25	EPI_ISL_14939765
hCoV-19/USA/NC-CDC-LC0886152/2022	BA.5.1.25	0	0.994749690666488	gisaid	2022-09-16	USA	North Carolina	Female	30	BA.5.1.25	EPI_ISL_15160136
hCoV-19/USA/NC-CDC-LC0905377/2022	BA.5.1.25	0	0.983479918402836	gisaid	2022-09-30	USA	North Carolina	Female	36	BA.5.1.25	EPI_ISL_15410558
hCoV-19/USA/NC-CDC-LC0905566/2022	BA.5.1.25	992	0.945356653178611	gisaid	2022-09-29	USA	North Carolina	Female	67	BA.5.1.25	EPI_ISL_15410470
hCoV-19/USA/NC-CDC-LC0907325/2022	BA.5.1.25	0	0.992676320101662	gisaid	2022-10-03	USA	North Carolina	Male	54	BA.5.1.25	EPI_ISL_15414290
hCoV-19/USA/NC-CDC-LC0914800/2022	BA.5.1.25	0	0.994749690666488	gisaid	2022-10-12	USA	North Carolina	Female	41	BA.5.1.25	EPI_ISL_15499644
hCoV-19/USA/NC-CDC-LC0919231/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-10-21	USA	North Carolina	Male	63	BA.5.1.25	EPI_ISL_15619469
hCoV-19/USA/NC-CDC-LC0929691/2022	DJ.1.1	0	0.993746446844798	gisaid	2022-11-06	USA	North Carolina	Male	13	DJ.1.1	EPI_ISL_15815793
hCoV-19/USA/NC-CDC-QDX39079468/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-16	USA	North Carolina	Female	69	BA.5.1.25	EPI_ISL_14267461
hCoV-19/USA/NC-CDC-QDX40774181/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-26	USA	North Carolina	Male	59	BA.5.1.25	EPI_ISL_14945363
hCoV-19/USA/NC-CDC-QDX41282412/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-11	USA	North Carolina	Female	19	BA.5.1.25	EPI_ISL_15098017
hCoV-19/USA/NC-CDC-STM-NE3ADW9KN/2022	BA.5.1.25	0	0.999264287864094	gisaid	2022-08-14	USA	North Carolina	Female	65	BA.5.1.25	EPI_ISL_14829481
hCoV-19/USA/NC-CDC-STM-PJC9EV9PE/2022	BA.5.1.25	0	0.999130522021202	gisaid	2022-08-31	USA	North Carolina	Male	59	BA.5.1.25	EPI_ISL_15024333
hCoV-19/USA/NC-CDC-STM-WY5NSDWEH/2022	BA.5.1.25	0	0.999832792696385	gisaid	2022-11-12	USA	North Carolina	Female	57	BA.5.1.25	EPI_ISL_15944894
hCoV-19/USA/NC-CORVASEQ-1085-5959/2022	BA.5.1.25	0	0.994983780891549	gisaid	2022-07-08	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_13847843
hCoV-19/USA/NC-CORVASEQ-1085-6568/2022	BA.5.1.25	0	0.994983780891549	gisaid	2022-08-05	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_14451602
hCoV-19/USA/NC-CORVASEQ-1085-7055-z/2022	BA.5.1.25	0	0.994983780891549	gisaid	2022-09-07	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_15184064
hCoV-19/USA/NC-CORVASEQ-1085-7663/2022	BA.5.1.25	0	0.982576998963315	gisaid	2022-10-16	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_15544786
hCoV-19/USA/NC-CORVASEQ-1085-7924/2022	BA.5.1.25	0	0.982576998963315	gisaid	2022-11-06	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_15815273
hCoV-19/USA/NC-CORVASEQ-1086-3623/2022	BA.5.1.25	370	0.982610440424038	gisaid	2022-08-01	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_14291985
hCoV-19/USA/NC-CORVASEQ-1086-3645/2022	BA.5.1.25	0	0.994983780891549	gisaid	2022-08-01	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_14292004
hCoV-19/USA/NC-CORVASEQ-1086-3718/2022	BA.5.1.25	0	0.994983780891549	gisaid	2022-08-08	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_14451805
hCoV-19/USA/NC-CORVASEQ-1086-3753/2022	BA.5.1.25	0	0.994983780891549	gisaid	2022-08-08	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_14451774
hCoV-19/USA/NC-CORVASEQ-1086-3946/2022	BA.5.1.25	342	0.983546801324282	gisaid	2022-08-13	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_14649548
hCoV-19/USA/NC-CORVASEQ-1086-4280/2022	BA.5.1.25	386	0.98207537705247	gisaid	2022-09-22	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_15437945
hCoV-19/USA/NC-CORVASEQ-CLT-009487/2022	BA.5.1.25	315	0.984449720763803	gisaid	2022-06-22	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_13747756
hCoV-19/USA/NC-CORVASEQ-CLT-010807/2022	BA.5.1.25	47	0.980135772330535	gisaid	2022-07-26	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_14357877
hCoV-19/USA/NC-CORVASEQ-CLT-011894/2022	BA.5.1.25	937	0.964618934555061	gisaid	2022-08-30	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_14938320
hCoV-19/USA/NC-CORVASEQ-R221696/2022	BA.5.1.25	33	0.992040932347925	gisaid	2022-08-02	USA	North Carolina	Male	93	BA.5.1.25	EPI_ISL_15254098
hCoV-19/USA/NC-CORVASEQ-UNC-6383/2022	BA.5.1.25	0	0.996956827074207	gisaid	2022-05-23	USA	North Carolina	Female	77	BA.5.1.25	EPI_ISL_13081965
hCoV-19/USA/NC-CORVASEQ-UNC-6879/2022	BA.5.1.25	0	0.996789619770592	gisaid	2022-06-17	USA	North Carolina	Female	85	BA.5.1.25	EPI_ISL_13571269
hCoV-19/USA/NC-CORVASEQ-UNC-6891/2022	BA.5.1.25	1131	0.958867003310705	gisaid	2022-06-20	USA	North Carolina	Female	73	BA.5.1.25	EPI_ISL_13571281
hCoV-19/USA/NC-CORVASEQ-UNC-6893/2022	BA.5.1.25	0	0.996689295388423	gisaid	2022-06-20	USA	North Carolina	Female	61	BA.5.1.25	EPI_ISL_13571283
hCoV-19/USA/NC-CORVASEQ-UNC-7190/2022	BA.5.1.25	0	0.996722736849146	gisaid	2022-07-11	USA	North Carolina	Male	74	BA.5.1.25	EPI_ISL_14000106
hCoV-19/USA/NC-CORVASEQ-UNC-7493/2022	BA.5.1.25	0	0.996689295388423	gisaid	2022-08-01	USA	North Carolina	Male	70	BA.5.1.25	EPI_ISL_14440230
hCoV-19/USA/NC-CORVASEQ-UNC-7667/2022	BA.5.1.25	0	0.9966558539277	gisaid	2022-08-17	USA	North Carolina	Male	30	BA.5.1.25	EPI_ISL_14684352
hCoV-19/USA/NC-CORVASEQ-UNC-7706/2022	BA.5.1.25	0	0.9966558539277	gisaid	2022-08-18	USA	North Carolina	Female	41	BA.5.1.25	EPI_ISL_14796473
hCoV-19/USA/NC-CORVASEQ-UNC-7911/2022	BA.5.1.25	0	0.9966558539277	gisaid	2022-09-03	USA	North Carolina	Male	17	BA.5.1.25	EPI_ISL_15023150
hCoV-19/USA/NC-CORVASEQ-UNC-8113/2022	BA.5.1.25	0	0.9966558539277	gisaid	2022-09-22	USA	North Carolina	Female	21	BA.5.1.25	EPI_ISL_15299081
hCoV-19/USA/NC-ECU-CORVASEQ-113824856/2022	BA.5.1.25	8	0.996789619770592	gisaid	2022-06-11	USA	North Carolina	Female	21	BA.5.1.25	EPI_ISL_13698862
hCoV-19/USA/NC-ECU-CORVASEQ-114929319/2022	BA.5.1.25	3	0.996588971006254	gisaid	2022-08-29	USA	North Carolina	Female	49	BA.5.1.25	EPI_ISL_14871814
hCoV-19/USA/NC-ECU-CORVASEQ-115028141/2022	BA.5.1.25	3	0.996588971006254	gisaid	2022-09-06	USA	North Carolina	Female	11	BA.5.1.25	EPI_ISL_15043772
hCoV-19/USA/NC-ECU-CORVASEQ-115190420/2022	BA.5.1.25	3	0.996455205163362	gisaid	2022-09-17	USA	North Carolina	Female	65	BA.5.1.25	EPI_ISL_15254970
hCoV-19/USA/NC-MCPH-CLT-009412/2022	BA.5.1.25	335	0.97050463164231	gisaid	2022-06-20	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_13747685
hCoV-19/USA/NC-MCPH-CLT-012575/2022	BA.5.1.25	340	0.983613684245728	gisaid	2022-09-26	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_15305970
hCoV-19/USA/NC-MCPH-CLT-012587/2022	BA.5.1.25	340	0.983613684245728	gisaid	2022-09-29	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_15305982
hCoV-19/USA/NC-MCPH-CLT-012955/2022	BA.5.1.25	550	0.963314717586864	gisaid	2022-10-20	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_15689239
hCoV-19/USA/NC-WAKEMED-CORVASEQ-WM05501/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-20	USA	North Carolina	unknown	unknown	BA.5.1.25	EPI_ISL_15547123
hCoV-19/USA/ND-NDDH-16953/2022	BA.5.1.25	914	0.963114068822526	gisaid	2022-06-27	USA	North Dakota	unknown	unknown	BA.5.1.25	EPI_ISL_13725659
hCoV-19/USA/ND-NDDH-18826/2022	BA.5.1.25	1936	0.931043707989165	gisaid	2022-08-15	USA	North Dakota	unknown	unknown	BA.5.1.25	EPI_ISL_14961788
hCoV-19/USA/ND-NDDH-19002/2022	BA.5.1.25	269	0.987292244925258	gisaid	2022-08-25	USA	North Dakota	unknown	unknown	BA.5.1.25	EPI_ISL_14961822
hCoV-19/USA/ND-NDDH-19603/2022	BA.5.1.25	887	0.964016988262047	gisaid	2022-09-22	USA	North Dakota	unknown	unknown	BA.5.1.25	EPI_ISL_15183926
hCoV-19/USA/ND-NDDH-20261/2022	BA.5.1.25	1215	0.951877738019597	gisaid	2022-10-17	USA	North Dakota	unknown	unknown	BA.5.1.25	EPI_ISL_15512953
hCoV-19/USA/ND-NDDH-20278/2022	BA.5.1.25	99	0.98919840818647	gisaid	2022-10-17	USA	North Dakota	unknown	unknown	BA.5.1.25	EPI_ISL_15512970
hCoV-19/USA/ND-NDDH-20416/2022	BA.5.1.25	0	0.992509112798047	gisaid	2022-10-24	USA	North Dakota	unknown	unknown	BA.5.1.25	EPI_ISL_15545309
hCoV-19/USA/ND-USAFSAM-S19881/2022	BA.5.1.25	0	0.994950339430826	gisaid	2022-09-08	USA	North Dakota	Male	42	BA.5.1.25	EPI_ISL_15142138
hCoV-19/USA/NE-ASC-210805528/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-10-22	USA	Nebraska	Male	46	BA.5.1.25	EPI_ISL_16068482
hCoV-19/USA/NE-CDC-LC0846824/2022	BA.5.1.25	0	0.994749690666488	gisaid	2022-08-14	USA	Nebraska	Male	47	BA.5.1.25	EPI_ISL_14737667
hCoV-19/USA/NE-NM_L355197145/2022	BA.5.1.25	1886	0.930608968999766	gisaid	2022-07-22	USA	Nebraska	unknown	16	BA.5.1.25	EPI_ISL_14077789
hCoV-19/USA/NE-NM_L355237771/2022	BA.5.1.25	913	0.963147510283249	gisaid	2022-07-27	USA	Nebraska	unknown	58	BA.5.1.25	EPI_ISL_14275432
hCoV-19/USA/NE-NM_L356211936/2022	BA.5.1.25	913	0.963147510283249	gisaid	2022-08-23	USA	Nebraska	unknown	59	BA.5.1.25	EPI_ISL_14675842
hCoV-19/USA/NE-NM_L359113183/2022	BA.5.1.25	913	0.963147510283249	gisaid	2022-11-11	USA	Nebraska	unknown	56	BA.5.1.25	EPI_ISL_15859282
hCoV-19/USA/NE-NM_L359182938/2022	BA.5.1.25	961	0.96037186904324	gisaid	2022-11-18	USA	Nebraska	unknown	56	BA.5.1.25	EPI_ISL_15976817
hCoV-19/USA/NE-NM_L359232360/2022	BA.5.1.25	259	0.983847774470789	gisaid	2022-11-23	USA	Nebraska	unknown	46	BA.5.1.25	EPI_ISL_15993763
hCoV-19/USA/NE-NPHL22-18223/2022	BA.5.1.25	1887	0.930575527539043	gisaid	2022-08-01	USA	Nebraska	unknown	58	BA.5.1.25	EPI_ISL_14275411
hCoV-19/USA/NE-NPHL22-18605/2022	BA.5.1.25	974	0.961107581179146	gisaid	2022-08-11	USA	Nebraska	unknown	65	BA.5.1.25	EPI_ISL_14503388
hCoV-19/USA/NE-NPHL22-19287/2022	BA.5.1.25	29	0.992709761562385	gisaid	2022-09-06	USA	Nebraska	unknown	66	BA.5.1.25	EPI_ISL_14903363
hCoV-19/USA/NE-NPHL22-19406/2022	BA.5.1.25	1887	0.930575527539043	gisaid	2022-09-07	USA	Nebraska	unknown	83	BA.5.1.25	EPI_ISL_14903407
hCoV-19/USA/NE-NPHL22-19410/2022	BA.5.1.25	1886	0.930608968999766	gisaid	2022-09-07	USA	Nebraska	unknown	58	BA.5.1.25	EPI_ISL_14903402
hCoV-19/USA/NE-NPHL22-19439/2022	BA.5.1.25	913	0.963147510283249	gisaid	2022-09-08	USA	Nebraska	unknown	87	BA.5.1.25	EPI_ISL_14944247
hCoV-19/USA/NE-NPHL22-19441/2022	BA.5.1.25	913	0.963147510283249	gisaid	2022-09-08	USA	Nebraska	unknown	80	BA.5.1.25	EPI_ISL_14944249
hCoV-19/USA/NE-NPHL22-19476/2022	BA.5.1.25	27	0.992776644483831	gisaid	2022-09-08	USA	Nebraska	unknown	83	BA.5.1.25	EPI_ISL_14944244
hCoV-19/USA/NE-NPHL22-20090/2022	BA.5.1.25	914	0.963114068822526	gisaid	2022-10-03	USA	Nebraska	unknown	61	BA.5.1.25	EPI_ISL_15390468
hCoV-19/USA/NE-NPHL22-20916/2022	BA.5.1.25	1	0.992475671337324	gisaid	2022-11-16	USA	Nebraska	unknown	19	BA.5.1.25	EPI_ISL_15945118
hCoV-19/USA/NE-USAFSAM-S20629/2022	BA.5.1.25	0	0.994816573587934	gisaid	2022-11-21	USA	Nebraska	Female	51	BA.5.1.25	EPI_ISL_16022563
hCoV-19/USA/NH-CDC-LC0762910/2022	BA.5.1.25	214	0.969334180517005	gisaid	2022-07-03	USA	New Hampshire	Male	25	BA.5.1.25	EPI_ISL_13914458
hCoV-19/USA/NH-CDC-QDX40313913/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-12	USA	New Hampshire	Female	49	BA.5.1.25	EPI_ISL_14741489
hCoV-19/USA/NH-NHPHL-2209090064/2022	BA.5.1.25	208	0.989399056950808	gisaid	2022-09-09	USA	New Hampshire	unknown	unknown	BA.5.1.25	EPI_ISL_15770178
hCoV-19/USA/NJ-CDC-2-6375124/2022	BA.5.1.25	32	0.997124034377822	gisaid	2022-08-15	USA	New Jersey	Female	unknown	BA.5.1.25	EPI_ISL_15655575
hCoV-19/USA/NJ-CDC-LC0713420/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-06-13	USA	New Jersey	Female	61	BA.5.1.25	EPI_ISL_13542305
hCoV-19/USA/NJ-CDC-LC0719698/2022	BA.5.1.25	73	0.976055914122329	gisaid	2022-06-18	USA	New Jersey	Female	15	BA.5.1.25	EPI_ISL_13585180
hCoV-19/USA/NJ-CDC-LC0766850/2022	BA.5.1.25	0	0.992676320101662	gisaid	2022-06-28	USA	New Jersey	Male	35	BA.5.1.25	EPI_ISL_13910887
hCoV-19/USA/NJ-CDC-LC0781084/2022	BA.5.1.25	115	0.989900678861653	gisaid	2022-07-14	USA	New Jersey	Female	62	BA.5.1.25	EPI_ISL_14105847
hCoV-19/USA/NJ-CDC-LC0783988/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-07-11	USA	New Jersey	Female	59	BA.5.1.25	EPI_ISL_14105008
hCoV-19/USA/NJ-CDC-LC0788836/2022	BA.5.1.25	0	0.992609437180216	gisaid	2022-07-19	USA	New Jersey	Female	24	BA.5.1.25	EPI_ISL_14184401
hCoV-19/USA/NJ-CDC-LC0788975/2022	BA.5.1.25	0	0.99153931043708	gisaid	2022-07-12	USA	New Jersey	Female	44	BA.5.1.25	EPI_ISL_14182471
hCoV-19/USA/NJ-CDC-LC0798646/2022	BA.5.1.25	0	0.991572751897803	gisaid	2022-07-24	USA	New Jersey	Female	48	BA.5.1.25	EPI_ISL_14284770
hCoV-19/USA/NJ-CDC-LC0798759/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-07-24	USA	New Jersey	Female	46	BA.5.1.25	EPI_ISL_14284761
hCoV-19/USA/NJ-CDC-LC0801986/2022	BA.5.1.25	0	0.969601712202789	gisaid	2022-07-26	USA	New Jersey	Male	53	BA.5.1.25	EPI_ISL_14294904
hCoV-19/USA/NJ-CDC-LC0802566/2022	BA.5.1.25	0	0.992676320101662	gisaid	2022-07-25	USA	New Jersey	Female	4	BA.5.1.25	EPI_ISL_14294604
hCoV-19/USA/NJ-CDC-LC0802836/2022	BA.5.1.25	0	0.992642878640939	gisaid	2022-07-25	USA	New Jersey	Male	39	BA.5.1.25	EPI_ISL_14294605
hCoV-19/USA/NJ-CDC-LC0819218/2022	BA.5.1.25	0	0.994749690666488	gisaid	2022-08-03	USA	New Jersey	Female	76	BA.5.1.25	EPI_ISL_14501910
hCoV-19/USA/NJ-CDC-LC0819734/2022	BA.5.1.25	0	0.992642878640939	gisaid	2022-08-05	USA	New Jersey	Male	0	BA.5.1.25	EPI_ISL_14502952
hCoV-19/USA/NJ-CDC-LC0824377/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-03	USA	New Jersey	Female	41	BA.5.1.25	EPI_ISL_14501852
hCoV-19/USA/NJ-CDC-LC0827310/2022	BA.5.1.25	80	0.973079624117981	gisaid	2022-08-08	USA	New Jersey	Male	4	BA.5.1.25	EPI_ISL_14652904
hCoV-19/USA/NJ-CDC-LC0835530/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-07	USA	New Jersey	Male	5	BA.5.1.25	EPI_ISL_14652240
hCoV-19/USA/NJ-CDC-LC0836206/2022	BA.5.1.25	0	0.988696786275625	gisaid	2022-08-09	USA	New Jersey	Male	55	BA.5.1.25	EPI_ISL_14653867
hCoV-19/USA/NJ-CDC-LC0843042/2022	BA.5.1.25	0	0.994783132127211	gisaid	2022-08-15	USA	New Jersey	Male	33	BA.5.1.25	EPI_ISL_14738216
hCoV-19/USA/NJ-CDC-LC0846342/2022	BA.5.1.25	0	0.993445473698291	gisaid	2022-08-18	USA	New Jersey	Male	31	BA.5.1.25	EPI_ISL_14740255
hCoV-19/USA/NJ-CDC-LC0850636/2022	BA.5.1.25	0	0.992642878640939	gisaid	2022-08-17	USA	New Jersey	Female	61	BA.5.1.25	EPI_ISL_14776748
hCoV-19/USA/NJ-CDC-LC0857536/2022	BA.5.1.25	223	0.986222118182122	gisaid	2022-08-23	USA	New Jersey	Male	29	BA.5.1.25	EPI_ISL_14851659
hCoV-19/USA/NJ-CDC-LC0862616/2022	BA.5.1.25	0	0.986690298632244	gisaid	2022-08-23	USA	New Jersey	Male	13	BA.5.1.25	EPI_ISL_14851525
hCoV-19/USA/NJ-CDC-LC0867430/2022	BA.5.1.25	0	0.993746446844798	gisaid	2022-08-29	USA	New Jersey	Female	65	BA.5.1.25	EPI_ISL_14940217
hCoV-19/USA/NJ-CDC-LC0874324/2022	BA.5.1.25	0	0.950573521051399	gisaid	2022-08-31	USA	New Jersey	Female	57	BA.5.1.25	EPI_ISL_15042084
hCoV-19/USA/NJ-CDC-LC0878827/2022	BA.5.1.25	5	0.994582483362873	gisaid	2022-09-09	USA	New Jersey	Female	33	BA.5.1.25	EPI_ISL_15061219
hCoV-19/USA/NJ-CDC-LC0885649/2022	BA.5.1.25	0	0.993746446844798	gisaid	2022-09-13	USA	New Jersey	Male	6	BA.5.1.25	EPI_ISL_15159071
hCoV-19/USA/NJ-CDC-LC0890699/2022	BA.5.1.25	0	0.987593218071765	gisaid	2022-09-13	USA	New Jersey	Male	5	BA.5.1.25	EPI_ISL_15237200
hCoV-19/USA/NJ-CDC-LC0899749/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-09-22	USA	New Jersey	Male	11	BA.5.1.25	EPI_ISL_15411195
